period,a,td,sub,itc,p,p_net,pk_net,gamma,lam_ss,inv_ss,cap_ss,lam,cap,inv,q,rev_ptc,rev_itc,p_market,p_diff
0,2,0,0.1,0,1.4530939592271963,1.5984033551499162,10,2.554893285754509,17.032621905030055,3.5163109525150276,35.163109525150276,15.342476500415515,25,2.6712382502077574,79.9201677574958,11.61315129888413,0.0,1.4530939592271963,0.0
1,2,0,0.1,0,1.4530939592271963,1.5984033551499162,10,2.554893285754509,17.032621905030055,3.5163109525150276,35.163109525150276,15.088954689723336,25.171238250207757,2.5444773448616678,80.46758334481997,11.692695927196885,0.0,1.4481428738753237,-0.004951085351872608
2,2,0,0.1,0,1.4530939592271963,1.5984033551499162,10,2.554893285754509,17.032621905030055,3.5163109525150276,35.163109525150276,14.79740460742733,25.19859177004865,2.398702303713665,80.55502726059765,11.705402349775657,0.0,1.447356668025749,-0.005737291201447281
3,2,0,0.1,0,1.4530939592271963,1.5984033551499162,10,2.554893285754509,17.032621905030055,3.5163109525150276,35.163109525150276,14.462122012786923,25.077434896757453,2.2310610063934613,80.16771215506141,11.649121825758442,0.0,1.4508487699487917,-0.002245189278404558
4,2,0,0.0,0,1.4530939592271963,1.4530939592271963,10,2.1114820543425687,14.076547028950456,2.038273514475228,20.382735144752278,14.076547028950454,24.80075241347517,2.038273514475227,72.07564703262015,0.0,0.0,1.530127483569695,0.07703352434249866
5,2,0,0.0,0,1.4530939592271963,1.4530939592271963,10,2.1114820543425687,14.076547028950456,2.038273514475228,20.382735144752278,14.076547028950454,24.35895068660288,2.038273514475227,70.79168819163162,0.0,0.0,1.5439411987774037,0.09084723955020735
6,2,0,0.0,0,1.4530939592271963,1.4530939592271963,10,2.1114820543425687,14.076547028950456,2.038273514475228,20.382735144752278,14.076547028950454,23.961329132417823,2.038273514475227,69.63612523474195,0.0,0.0,1.5566988046252614,0.10360484539806514
7,2,0,0.0,0,1.4530939592271963,1.4530939592271963,10,2.1114820543425687,14.076547028950456,2.038273514475228,20.382735144752278,14.076547028950454,23.603469733651266,2.038273514475227,68.59611857354123,0.0,0.0,1.5684552041894777,0.1153612449622814
8,2,0,0.0,0,1.4530939592271963,1.4530939592271963,10,2.1114820543425687,14.076547028950456,2.038273514475228,20.382735144752278,14.076547028950454,23.28139627476137,2.038273514475227,67.6601125784606,0.0,0.0,1.57926689879431,0.12617293956711362
9,2,0,0.0,0,1.4530939592271963,1.4530939592271963,10,2.1114820543425687,14.076547028950456,2.038273514475228,20.382735144752278,14.076547028950454,22.99153016176046,2.038273514475227,66.81770718288801,0.0,0.0,1.589191034420107,0.1360970751929107
