period,a,td,sub,itc,p,p_net,pk_net,gamma,lam_ss,inv_ss,cap_ss,lam,cap,inv,q,rev_ptc,rev_itc,p_market,p_diff
0,2,0,0,0.315,1.5,1.5,6.8500000000000005,2.25,14.999999999999998,4.074999999999999,40.74999999999999,14.999999999999998,25,4.074999999999999,75.0,0.0,12.836249999999998,1.5,0.0
1,2,0,0,0.29924999999999996,1.5,1.5,7.0075,2.25,14.999999999999998,3.996249999999999,39.962499999999984,14.999999999999998,26.575,3.996249999999999,79.725,0.0,11.958778124999995,1.4548714677834813,-0.04512853221651869
2,2,0,0,0.28428749999999997,1.5,1.5,7.157125,2.25,14.999999999999998,3.9214374999999992,39.21437499999999,14.999999999999998,27.91375,3.9214374999999992,83.74125000000001,0.0,11.148156632812498,1.4195548280083834,-0.0804451719916166
3,2,0,0,0.27007312499999997,1.5,1.5,7.299268750000001,2.25,14.999999999999998,3.8503656249999985,38.503656249999985,14.999999999999998,29.0438125,3.8503656249999985,87.1314375,0.0,10.398802767363275,1.3916641867469195,-0.1083358132530805
4,2,0,0,0.25656946875,1.5,1.5,7.4343053125,2.25,14.999999999999998,3.782847343749999,37.82847343749999,14.999999999999998,29.989796875,3.782847343749999,89.969390625,0.0,9.705631333482858,1.3695393065805452,-0.13046069341945477
5,2,0,0,0.2437409953125,1.5,1.5,7.562590046875,2.25,14.999999999999998,3.718704976562499,37.18704976562499,14.999999999999998,30.77366453125,3.718704976562499,92.32099359374999,0.0,9.064008522608905,1.351984323185753,-0.1480156768142471
6,2,0,0,0.23155394554687497,1.5,1.5,7.684460544531251,2.25,14.999999999999998,3.6577697277343737,36.57769727734374,14.999999999999998,31.4150030546875,3.6577697277343737,94.2450091640625,0.0,8.469710123588127,1.3381127543853486,-0.1618872456146514
7,2,0,0,0.21997624826953124,1.5,1.5,7.800237517304688,2.25,14.999999999999998,3.599881241347655,35.99881241347655,14.999999999999998,31.931272476953122,3.599881241347655,95.79381743085936,0.0,7.9188836968752,1.3272512729046415,-0.1727487270953585
8,2,0,0,0.2089774358560547,1.5,1.5,7.910225641439453,2.25,14.999999999999998,3.5448871792802725,35.44887179280272,14.999999999999998,32.33802647060546,3.5448871792802725,97.0140794118164,0.0,7.408014331249937,1.3188776458285387,-0.18112235417146128
9,2,0,0,0.19852856406325192,1.5,1.5,8.014714359367481,2.25,14.999999999999998,3.4926428203162585,34.92642820316258,14.999999999999998,32.64911100282519,3.4926428203162585,97.94733300847557,0.0,6.933893639032132,1.3125793974010567,-0.18742060259894333
10,2,0,0,0.18860213586008936,1.5,1.5,8.113978641399108,2.25,14.999999999999998,3.4430106793004454,34.43010679300445,14.999999999999998,32.876842722858925,3.4430106793004454,98.63052816857677,0.0,6.493591679051612,1.30802550211605,-0.19197449788394993
11,2,0,0,0.17917202906708488,1.5,1.5,8.208279709329151,2.25,14.999999999999998,3.3958601453354236,33.958601453354234,14.999999999999998,33.03216912987348,3.3958601453354236,99.09650738962044,0.0,6.084431526677935,1.3049465292306557,-0.19505347076934432
12,2,0,0,0.17021342761373062,1.5,1.5,8.297865723862694,2.25,14.999999999999998,3.351067138068652,33.51067138068652,14.999999999999998,33.124812362221554,3.351067138068652,99.37443708666467,0.0,5.703966237343999,1.303120419081159,-0.19687958091884106
13,2,0,0,0.1617027562330441,1.5,1.5,8.38297243766956,2.25,14.999999999999998,3.308513781165219,33.08513781165219,14.999999999999998,33.16339826406805,3.308513781165219,99.49019479220415,0.0,5.349957974494264,1.3023621024785088,-0.1976378975214912
14,2,0,0,0.15361761842139188,1.5,1.5,8.463823815786082,2.25,14.999999999999998,3.268088092106958,32.68088092106958,14.999999999999998,33.155572218826464,3.268088092106958,99.46671665647939,0.0,5.020359095007813,1.3025157982628564,-0.19748420173714365
15,2,0,0,0.1459367375003223,1.5,1.5,8.540632624996777,2.25,14.999999999999998,3.229683687501611,32.296836875016105,14.999999999999998,33.10810308905078,3.229683687501611,99.32430926715233,0.0,4.713295005119956,1.3034492124341912,-0.1965507875658088
16,2,0,0,0.13863990062530618,1.5,1.5,8.613600993746939,2.25,14.999999999999998,3.1931995031265297,31.931995031265295,14.999999999999998,33.026976467647316,3.1931995031265297,99.08092940294195,0.0,4.427048617902392,1.3050491102258064,-0.19495088977419361
17,2,0,0,0.13170790559404086,1.5,1.5,8.68292094405959,2.25,14.999999999999998,3.1585395279702038,31.585395279702038,14.999999999999998,32.91747832400912,3.1585395279702038,98.75243497202734,0.0,4.16004625964946,1.307217894437937,-0.1927821055620631
18,2,0,0,0.12512251031433883,1.5,1.5,8.748774896856611,2.25,14.999999999999998,3.1256125515716935,31.256125515716935,14.999999999999998,32.78427001957841,3.1256125515716935,98.35281005873523,0.0,3.910844887226561,1.3098709313210781,-0.19012906867892188
19,2,0,0,0.11886638479862187,1.5,1.5,8.811336152013782,2.25,14.999999999999998,3.094331923993108,30.943319239931082,14.999999999999998,32.63145556919226,3.094331923993108,97.89436670757678,0.0,3.6781204917202475,1.312934438637418,-0.187065561362582
20,2,0,0,0.11292306555869078,1.5,1.5,8.870769344413091,2.25,14.999999999999998,3.0646153277934536,30.646153277934534,14.999999999999998,32.462641936266145,3.0646153277934536,97.38792580879843,0.0,3.460657575725888,1.316343801198361,-0.18365619880163897
21,2,0,0,0.10727691228075625,1.5,1.5,8.927230877192438,2.25,14.999999999999998,3.0363845614037803,30.363845614037803,14.999999999999998,32.280993070432984,3.0363845614037803,96.84297921129895,0.0,3.2573396024435586,1.3200422147341857,-0.1799577852658143
22,2,0,0,0.10191306666671843,1.5,1.5,8.980869333332816,2.25,14.999999999999998,3.009565333333591,30.09565333333591,14.999999999999998,32.08927832479347,3.009565333333591,96.2678349743804,0.0,3.0671403245387094,1.3239795842664888,-0.17602041573351124
23,2,0,0,0.09681741333338252,1.5,1.5,9.031825866666175,2.25,14.999999999999998,2.9840870666669117,29.840870666669115,14.999999999999998,31.889915825647712,2.9840870666669117,95.66974747694314,0.0,2.8891159095629138,1.328111621417094,-0.17188837858290595
24,2,0,0,0.09197654266671339,1.5,1.5,9.080234573332866,2.25,14.999999999999998,2.959882713333566,29.598827133335657,14.999999999999998,31.685011309749854,2.959882713333566,95.05503392924956,0.0,2.722397786713921,1.3323990984258451,-0.16760090157415486
25,2,0,0,0.08737771553337771,1.5,1.5,9.126222844666223,2.25,14.999999999999998,2.9368885776668874,29.368885776668872,14.999999999999998,31.476392892108436,2.9368885776668874,94.42917867632531,0.0,2.5661861469260354,1.336807226503633,-0.16319277349636696
